#DataThief /Users/rodrigocasimiro/Downloads/./WhatsApp Image 2024-03-16 at 18.50.15.jpeg Saturday 16-Mar-2024 8:25:49 pm
-0.1221, 4.1276
0.4157, 4.1276
0.9536, 4.1276
1.4914, 4.1277
2.0293, 4.1277
2.5672, 4.1277
3.105, 4.1277
3.6429, 4.1277
4.1807, 4.1277
4.7186, 4.1277
5.2564, 4.1277
5.7943, 4.1278
6.3322, 4.1278
6.87, 4.1278
7.4079, 4.1278
7.9457, 4.1278
8.4836, 4.1278
9.0214, 4.1278
9.5593, 4.1278
10.0972, 4.1278
10.6354, 4.2475
11.1739, 4.4868
11.712, 4.5466
12.25, 4.6065
12.788, 4.6663
13.3261, 4.7261
13.8641, 4.786
14.402, 4.786
13.8645, 4.9056
13.3268, 4.9654
12.7893, 5.085
12.2518, 5.2046
12.7907, 5.5636
13.3302, 6.102
13.8686, 6.2814
14.4073, 6.5806
14.9457, 6.7601
15.4845, 7.0592
16.0238, 7.5377
16.5622, 7.7172
17.1007, 7.9565
17.64, 8.4351
18.1784, 8.6146
18.717, 8.8538
19.2564, 9.3923
19.7948, 9.5716
20.3334, 9.811
20.8716, 9.9306
21.4097, 9.9905
21.9477, 10.0504
21.41, 10.1102
20.8723, 10.17
21.4127, 11.0075
21.9536, 12.0244
22.492, 12.2039
23.0323, 13.0414
23.5735, 14.178
24.112, 14.3575
24.6524, 15.195
25.1938, 16.3914
25.7322, 16.5709
26.2725, 17.4083
26.8109, 17.5878
27.3516, 18.545
27.8925, 19.562
28.4309, 19.7414
28.9717, 20.6985
29.5129, 21.8352
30.0513, 22.0146
30.5899, 22.2539
31.1279, 22.3138
31.6672, 22.7924
32.2067, 23.3308
32.745, 23.5102
33.2836, 23.7495
33.8234, 24.4076
34.3618, 24.587
34.9003, 24.8263
35.4397, 25.3049
35.9781, 25.4844
36.517, 25.8433
37.0561, 26.2621
37.5943, 26.3817
38.1338, 26.9201
38.6722, 27.0996
39.211, 27.3987
39.7501, 27.8175
40.2881, 27.8773
40.8263, 27.9969
41.3643, 28.0568
41.9026, 28.1764
42.4408, 28.2961
42.9788, 28.3559
43.517, 28.4756
44.0551, 28.5354
44.5931, 28.5952
45.1311, 28.6551
45.6693, 28.7747
46.2074, 28.8346
46.7456, 28.9542
47.2835, 28.9542
47.8215, 29.0141
48.3597, 29.1337
48.8981, 29.3132
49.4361, 29.373
49.974, 29.373
50.512, 29.4329
51.0501, 29.4927
51.5878, 29.4927
52.1258, 29.4927
52.6638, 29.5526
53.2018, 29.6124
53.7399, 29.6722
54.2777, 29.6722
54.8157, 29.7321
55.3536, 29.7321
55.8917, 29.7919
56.4297, 29.8517
56.9676, 29.8518
57.5053, 29.8518
58.0433, 29.8518
58.5813, 29.9116
59.1193, 29.9714
59.6574, 30.0313
60.1954, 30.0911
60.7335, 30.1509
61.2713, 30.151
61.8094, 30.2706
62.3477, 30.3902
62.8858, 30.4501
63.424, 30.5697
63.9622, 30.6894
64.5002, 30.7492
65.0383, 30.8091
65.5767, 30.9885
66.1147, 31.0484
66.6529, 31.168
67.191, 31.2279
67.729, 31.2877
68.267, 31.3475
68.8051, 31.4074
69.3435, 31.5868
69.8815, 31.6467
70.4195, 31.7065
70.9577, 31.8262
71.4958, 31.886
72.0345, 32.1851
72.5726, 32.2449
73.1113, 32.5441
73.6495, 32.6637
74.1876, 32.7235
74.7263, 33.0227
75.2649, 33.262
75.8029, 33.3218
76.3415, 33.5611
76.8795, 33.6209
77.4183, 33.92
77.9567, 34.0995
78.4947, 34.1593
79.0338, 34.5781
79.572, 34.6977
80.1101, 34.7576
80.6486, 34.9969
81.187, 35.1763
81.7252, 35.296
82.2633, 35.3558
82.8016, 35.5352
83.3397, 35.5951
83.8779, 35.7147
84.4163, 35.8942
84.9544, 35.9541
85.4927, 36.1336
86.031, 36.2532
86.569, 36.3131
87.1074, 36.4925
87.6456, 36.6122
88.1836, 36.672
88.722, 36.8515
89.2601, 36.9113
89.7981, 36.9712
90.3361, 37.031
90.8744, 37.1506
91.4126, 37.2703
91.9506, 37.3301
92.4889, 37.5096
93.0272, 37.6293
93.5654, 37.7489
94.1035, 37.8087
94.6419, 37.9882
95.1799, 38.0481
95.7179, 38.1078
96.2561, 38.2275
96.7942, 38.2873
97.3326, 38.4668
97.8706, 38.5267
98.4086, 38.5865
98.9466, 38.6463
99.4851, 38.8258
100.0233, 38.9455
100.5613, 39.0053
101.0995, 39.125
101.6376, 39.1848
102.1758, 39.3044
102.7136, 39.3045
103.2517, 39.3643
103.7896, 39.4241
104.3277, 39.484
104.866, 39.6036
105.404, 39.6634
105.9422, 39.7831
106.4802, 39.8429
107.0183, 39.9028
107.5563, 39.9626
108.0944, 40.0224
108.6324, 40.0823
109.1706, 40.2019
109.7086, 40.2617
110.2469, 40.4412
110.7849, 40.4412
111.3227, 40.4412
111.8608, 40.5011
112.399, 40.6207
112.9369, 40.6207
113.4747, 40.6208
114.0126, 40.6208
114.5506, 40.6806
115.0885, 40.6806
115.6265, 40.7404
116.1645, 40.8003
116.7024, 40.8003
117.2402, 40.8003
117.7781, 40.8003
118.316, 40.8003
118.854, 40.8601
119.3918, 40.8601
119.9299, 40.92
120.4679, 40.9798
121.0058, 40.9799
121.5436, 40.9799
122.0815, 40.9799
122.6193, 40.9799
123.1572, 40.9799
123.6951, 40.9799
124.2328, 40.9799
124.7708, 40.9799
125.3086, 40.98
125.8463, 40.9201
126.3841, 40.9202
126.922, 40.9202
127.4599, 40.9202
127.9977, 40.9202
128.5356, 40.9202
129.0735, 40.9202
129.6113, 40.9202
130.1492, 40.9202
130.6867, 40.8604
131.2247, 40.8604
131.7624, 40.8006
132.3001, 40.7408
132.8377, 40.681
133.3754, 40.6212
133.9133, 40.6212
134.4511, 40.6212
134.9888, 40.5614
135.5267, 40.5614
136.0642, 40.4418
136.6019, 40.4418
137.1399, 40.4418
137.6776, 40.382
138.2152, 40.3222
138.7529, 40.2624
139.2906, 40.2026
139.8284, 40.2026
140.366, 40.1428
140.9038, 40.083
141.4415, 40.0232
141.9792, 39.9634
142.5168, 39.9036
143.0545, 39.8437
143.5922, 39.784
144.1299, 39.7242
144.6677, 39.7242
145.2054, 39.6644
145.7433, 39.6644
146.2809, 39.6046
146.8186, 39.5448
147.3563, 39.4849
147.894, 39.4251
148.4315, 39.3054
148.9693, 39.3054
149.507, 39.2457
150.0445, 39.1261
150.5822, 39.0663
151.1197, 38.9466
151.6574, 38.8868
152.195, 38.827
152.7327, 38.7671
153.2704, 38.7074
153.8081, 38.6476
154.3454, 38.4682
154.8831, 38.4083
155.4208, 38.3485
155.9584, 38.2887
156.4961, 38.2288
157.0336, 38.1093
157.5713, 38.0495
158.109, 37.9897
158.6465, 37.87
159.184, 37.7504
159.7216, 37.6905
160.2593, 37.6308
160.797, 37.571
161.3347, 37.5112
161.8721, 37.3916
162.4099, 37.3317
162.9475, 37.2719
163.4849, 37.1522
164.0227, 37.0925
164.5602, 36.9729
165.0979, 36.9131
165.6356, 36.8533
166.1732, 36.7934
166.7109, 36.7336
167.2484, 36.6139
167.7856, 36.4346
168.3234, 36.3748
168.8611, 36.315
169.3988, 36.2551
169.9365, 36.1953
170.4741, 36.1355
171.0116, 36.0159
171.5493, 35.9561
172.0868, 35.8365
172.6245, 35.7767
173.1622, 35.7168
173.6997, 35.5972
174.2372, 35.4776
174.7748, 35.4178
175.3122, 35.2383
175.8498, 35.1785
176.3875, 35.1187
176.9252, 35.0589
177.4628, 34.999
178.0002, 34.8195
178.5379, 34.7598
179.0756, 34.7
179.6132, 34.6402
180.1509, 34.5804
180.6884, 34.4607
181.2257, 34.2812
181.7633, 34.2215
182.3009, 34.1019
182.8382, 33.9224
183.3759, 33.8626
183.9136, 33.8028
184.4509, 33.6234
184.9886, 33.5636
